Drug,geneName,log2FoldChange,padj no NA
VPC14449,NRN1,0.006403725,0.99921456
VPC14449,AL031123.2,-0.14827466,0.996133914
VPC14449,AL031123.3,-0.097957954,0.996133914
VPC14449,AL031123.1,0.02119476,1
VPC14449,BTF3P7,1.97812418,1
VPC14449,RREB1,-0.301190314,0.090860498
VPC14449,AL355336.1,-2.792478066,1
VPC14449,AL139095.5,0.713835563,0.996133914
VPC14449,SSR1,-0.316999726,0.996133914
VPC14449,AL139095.4,1.041359373,1
VPC14449,CAGE1,-0.316660388,1
VPC14449,AL139095.2,0.262811739,0.996133914
VPC14449,RIOK1,-0.307621045,0.996133914
VPC14449,HNRNPLP1,0.829793819,1
VPC14449,AL138878.2,0.065027612,0.996133914
VPC14449,AL031058.1,0.316752183,0.996133914
VPC14449,DSP,-0.180454642,0.996133914
VPC14449,SNRNP48,-0.482481425,0.996133914
VPC14449,BMP6,-0.249075253,0.996133914
VPC14449,TXNDC5,-0.415421427,0.996133914
VPC14449,BLOC1S5,-0.120504809,0.996133914
VPC14449,EEF1E1,0.100115591,0.996133914
VPC14449,AL355499.1,3.511658678,1
VPC14449,SLC35B3,-0.204930545,0.996133914
VPC14449,AL591485.1,0.061974811,0.996133914
VPC14449,AL137220.1,1.027477812,1
VPC14449,TFAP2A,-0.002249005,0.99921456
VPC14449,TFAP2A-AS2,-0.154703405,0.996133914
VPC14449,TFAP2A-AS1,0.628847916,0.996133914
VPC14449,GCNT2,-0.359874158,0.996133914
VPC14449,AL139039.3,0.478053195,1
VPC14449,AL358777.1,-0.036227176,0.996133914
VPC14449,C6orf52,-0.108165802,0.996133914
VPC14449,PAK1IP1,-1.149286219,0.338902789
VPC14449,TMEM14C,-0.040636632,0.996133914
VPC14449,AL024498.1,-0.101353868,0.996133914
VPC14449,TMEM14B,-0.113886249,0.996133914
VPC14449,RNA5SP203,-0.491651711,1
VPC14449,MAK,-0.936917056,0.894117016
VPC14449,SYCP2L,-1.792633608,1
VPC14449,ELOVL2,-0.900650686,0.996133914
VPC14449,ELOVL2-AS1,0.036334592,1
VPC14449,SMIM13,-0.430077991,0.996133914
VPC14449,AL139807.1,-0.019630727,1
VPC14449,NEDD9,0.069556139,0.996133914
VPC14449,AL445430.2,0,1
VPC14449,TMEM170B,-0.169075899,0.996133914
VPC14449,ADTRP,-2.251605236,1
VPC14449,AL157373.2,-0.122416634,0.996133914
VPC14449,HIVEP1,-0.27801155,0.996133914
VPC14449,EDN1,-0.348845883,1
VPC14449,RPL15P3,0.051717579,0.996133914
VPC14449,PHACTR1,0.046138208,1
VPC14449,AL008729.1,0.296618214,1
VPC14449,TBC1D7,0.173244914,0.996133914
VPC14449,GFOD1,-0.047822766,0.996133914
VPC14449,RPS4XP7,0.115124735,1
VPC14449,SIRT5,-0.057317982,0.996133914
VPC14449,NOL7,-0.158771506,0.996133914
VPC14449,RANBP9,-0.097520047,0.996133914
VPC14449,MCUR1,-0.172324844,0.996133914
VPC14449,AL023583.1,1.056231392,1
VPC14449,RNF182,0.228498345,0.996133914
VPC14449,CD83,0.124629171,0.996133914
VPC14449,AL353152.1,-0.896100087,1
VPC14449,AL138720.1,-0.825683141,1
VPC14449,AL136162.1,-0.082102035,0.996133914
VPC14449,JARID2,-0.063840142,0.996133914
VPC14449,JARID2-AS1,0.66636954,1
VPC14449,DTNBP1,0.10538955,0.996133914
VPC14449,ARPC3P5,-1.966997968,1
VPC14449,MYLIP,-0.04568386,0.996133914
VPC14449,GMPR,0.191216836,0.996133914
VPC14449,ATXN1,-0.02682548,0.996993606
VPC14449,AL137003.1,-0.716469344,1
VPC14449,AL137003.2,0.483242053,1
VPC14449,STMND1,0.802621968,1
VPC14449,RBM24,-0.644901128,0.996133914
VPC14449,CAP2,-0.152000652,0.996133914
VPC14449,RPL7P26,0.590527383,0.996133914
VPC14449,FAM8A1,-0.131562509,0.996133914
VPC14449,NUP153,-0.095139277,0.996133914
VPC14449,AL138724.1,-0.187702353,0.996133914
VPC14449,KIF13A,-0.071254343,0.996133914
VPC14449,AL023807.1,-0.160242851,1
VPC14449,NHLRC1,-0.120150292,0.996133914
VPC14449,TPMT,-0.275431161,0.996133914
VPC14449,KDM1B,-0.158191582,0.996133914
VPC14449,DEK,-0.069003133,0.996133914
VPC14449,DDX18P3,1.027480385,1
VPC14449,AL138725.1,1.027484463,1
VPC14449,RNF144B,0.194453038,0.996133914
VPC14449,AL022068.1,0.302213507,0.996133914
VPC14449,KRT18P38,-1.347703806,0.996133914
VPC14449,ID4,2.256303702,1
VPC14449,MBOAT1,0.003008342,1
VPC14449,E2F3,-0.266521505,0.996133914
VPC14449,CDKAL1,-0.033491397,0.996133914
VPC14449,AL512380.2,-0.573028358,1
VPC14449,SOX4,-0.241136453,0.996133914
VPC14449,CASC15,0.0656919,1
VPC14449,DCDC2,0.465311557,1
VPC14449,MRS2,-0.086686956,0.996133914
VPC14449,GPLD1,-0.396186916,0.996133914
VPC14449,ALDH5A1,-0.097144861,0.996133914
VPC14449,KIAA0319,-0.035878195,0.997545901
VPC14449,KRT8P43,0.089023868,1
VPC14449,TDP2,-0.196313651,0.996133914
VPC14449,ACOT13,-0.149060442,0.996133914
VPC14449,AL031775.1,-1.196378223,1
VPC14449,C6orf62,-0.217339836,0.996133914
VPC14449,AL031775.2,-0.996353987,1
VPC14449,GMNN,-0.222234364,0.996133914
VPC14449,RIPOR2,-0.212054741,0.996133914
VPC14449,PPIAP29,0.157065809,0.996133914
VPC14449,ASS1P1,0,1
VPC14449,CMAHP,-0.823462289,1
VPC14449,AL133268.1,-0.040172037,0.996133914
VPC14449,CARMIL1,-0.645558302,0.996133914
VPC14449,SCGN,0.855141638,1
VPC14449,SLC17A4,1.427229264,1
VPC14449,TRIM38,0.252295148,0.996133914
VPC14449,U91328.1,0.576469684,0.226041646
VPC14449,U91328.3,-0.896090344,1
VPC14449,HIST1H1A,-0.896100271,1
VPC14449,HIST1H3A,0.56659672,0.996133914
VPC14449,HIST1H4A,-0.064633551,1
VPC14449,HIST1H4B,-0.827719956,1
VPC14449,HIST1H3B,0.606782497,0.996133914
VPC14449,HIST1H2AB,-1.014622471,1
VPC14449,HIST1H2BB,0.809018895,1
VPC14449,HIST1H2APS5,1.625894699,1
VPC14449,HIST1H1C,0.37277289,0.996133914
VPC14449,HFE,0.060555009,0.996133914
VPC14449,HIST1H4C,0.741107218,0.996133914
VPC14449,HIST1H1T,0.823992868,1
VPC14449,HIST1H2BC,0.310224215,0.996133914
VPC14449,HIST1H2AC,-0.081149044,0.996133914
VPC14449,HIST1H1E,-1.386731764,1
VPC14449,HIST1H2BD,0.143755144,0.996133914
VPC14449,AL353759.1,0.069867137,0.996133914
VPC14449,LARP1P1,-0.910659208,1
VPC14449,HIST1H2BE,0.186112103,0.996133914
VPC14449,HIST1H4D,0.608663056,1
VPC14449,HIST1H1PS1,-0.066159949,1
VPC14449,AL031777.3,0.632471349,0.620083547
VPC14449,HIST1H2BF,-0.427536736,0.996133914
VPC14449,AL031777.1,-0.151638933,0.996133914
VPC14449,HIST1H4E,-0.003105652,0.99921456
VPC14449,HIST1H2BG,0.131206554,0.996133914
VPC14449,HIST1H2AE,0.323908599,0.996133914
VPC14449,HIST1H3E,0.025513941,0.997564285
VPC14449,HIST1H1D,2.424686218,1
VPC14449,HIST1H4H,0.015637152,0.996133914
VPC14449,HIST1H3PS1,1.277059423,1
VPC14449,BTN3A2,0.078607662,0.996133914
VPC14449,BTN2A2,0.090635067,0.996133914
VPC14449,BTN3A1,0.086904447,0.996133914
VPC14449,BTN2A3P,0.00910732,0.99921456
VPC14449,BTN3A3,0.079499004,0.996133914
VPC14449,BTN2A1,-0.145712841,0.996133914
VPC14449,BTN1A1,-0.829539802,1
VPC14449,HCG11,0.367804949,1
VPC14449,HMGN4,-0.186660672,0.996133914
VPC14449,AL121936.1,0.585845024,1
VPC14449,ABT1,-0.037181159,0.996133914
VPC14449,ZNF322,-0.13745066,0.996133914
VPC14449,AL513548.4,0.339988663,0.996133914
VPC14449,AL513548.1,0.612397521,0.996133914
VPC14449,GUSBP2,-0.098183917,0.996133914
VPC14449,LINC00240,-0.053350161,0.996133914
VPC14449,AL021807.1,0.144758862,0.996133914
VPC14449,HIST1H2BJ,0.058139372,0.996133914
VPC14449,HIST1H2AG,-0.13399471,0.996133914
VPC14449,HIST1H4I,0.224435161,0.996133914
VPC14449,HIST1H2BK,0.163935557,0.996133914
VPC14449,HIST1H2AH,-1.830038702,1
VPC14449,PRSS16,0.168358097,0.996133914
VPC14449,POM121L2,-1.18583384,1
VPC14449,ZNF204P,0.111053418,0.996133914
VPC14449,ZNF391,-0.104748947,0.996133914
VPC14449,AL031118.1,0.26119344,1
VPC14449,ZNF184,-0.076416308,0.996133914
VPC14449,AL021918.4,1.882165083,1
VPC14449,LINC01012,-1.195150087,0.996133914
VPC14449,RSL24D1P1,1.009748555,1
VPC14449,HIST1H4PS1,-0.006561152,0.99921456
VPC14449,HIST1H2BL,-0.006504913,0.99921456
VPC14449,HIST1H2AI,-0.077617863,0.996133914
VPC14449,HIST1H3H,0.161707145,0.996133914
VPC14449,HIST1H2AJ,0.084423496,0.996133914
VPC14449,HIST1H2BM,0.029164216,1
VPC14449,HIST1H4J,0.231593808,0.996133914
VPC14449,HIST1H4K,0.182792651,0.996133914
VPC14449,HIST1H2BN,-0.163795451,0.996133914
VPC14449,HIST1H2BPS2,-0.905290053,1
VPC14449,HIST1H2AL,0.864575,1
VPC14449,HIST1H1B,0.297902344,1
VPC14449,HIST1H3I,1.027484907,1
VPC14449,HIST1H3J,0.542735016,0.996133914
VPC14449,HIST1H2AM,1.968149098,1
VPC14449,HIST1H2BO,-0.372611563,0.996133914
VPC14449,OR2W6P,0.8003228,1
VPC14449,OR2B6,-0.166072305,1
VPC14449,IQCB2P,2.367969511,1
VPC14449,OR1F12,1.027486368,1
VPC14449,AL121944.1,0.345061801,0.996133914
VPC14449,ZNF165,-0.007004186,0.99921456
VPC14449,ZSCAN12P1,-0.579531438,1
VPC14449,ZNF602P,0.068968116,1
VPC14449,ZSCAN16-AS1,0.110888103,0.996133914
VPC14449,ZSCAN16,0.045867277,0.996133914
VPC14449,AL358933.1,0.215420943,0.996133914
VPC14449,ZKSCAN8,-0.028730488,0.996133914
VPC14449,ZNF192P1,1.063695444,1
VPC14449,AL022393.1,-0.846799328,1
VPC14449,TOB2P1,0.117482999,0.996133914
VPC14449,ZSCAN9,0.00089365,0.999863172
VPC14449,ZKSCAN4,0.103438222,0.996133914
VPC14449,ZSCAN26,0.119695022,0.996133914
VPC14449,AL021997.3,1.027483889,1
VPC14449,PGBD1,0.264554509,0.996133914
VPC14449,ZSCAN31,0.059130609,0.996133914
VPC14449,ZKSCAN3,0.110928535,0.996133914
VPC14449,ZSCAN12,-0.320092671,0.996133914
VPC14449,ZSCAN23,0.229074618,0.996133914
VPC14449,ZBED9,-0.001034412,0.999944892
VPC14449,AL049543.1,0.145266654,0.996133914
VPC14449,AL121932.1,0.006874101,1
VPC14449,LINC00533,1.02748048,1
VPC14449,NOP56P1,-0.670491869,1
VPC14449,AL662890.1,0.182462515,0.996133914
VPC14449,LINC01623,-0.168799959,1
VPC14449,HCG14,0.082151789,1
VPC14449,TRIM27,-0.025217592,0.996133914
VPC14449,RNU6-930P,-0.837045107,1
VPC14449,LINC01556,3.271883207,1
VPC14449,KRT18P1,-0.095325688,1
VPC14449,HCG15,0.00766497,0.99921456
VPC14449,AL662791.1,0.597079715,1
VPC14449,ZNF311,1.02748241,1
VPC14449,GABBR1,0.130157277,0.996133914
VPC14449,SUMO2P1,0.164787799,0.996133914
VPC14449,ZDHHC20P1,-0.830638598,1
VPC14449,HLA-F,0.12960308,0.996133914
VPC14449,HLA-F-AS1,0.166967878,0.996133914
VPC14449,MICE,-0.556877693,1
VPC14449,AL645939.5,1.686369467,1
VPC14449,HLA-V,-0.780252637,0.996133914
VPC14449,HCG4,0.588486014,0.996133914
VPC14449,HLA-G,0,1
VPC14449,HLA-H,0.562849875,0.996133914
VPC14449,HLA-K,0,1
VPC14449,HLA-A,0.306886058,0.996133914
VPC14449,HCG9,-0.074653264,1
VPC14449,DDX39BP2,0,1
VPC14449,MCCD1P2,0.065691772,1
VPC14449,ZNRD1ASP,0.06509725,0.996133914
VPC14449,HLA-J,-0.188925726,1
VPC14449,AL671277.2,0.787806596,1
VPC14449,ETF1P1,1.027457502,1
VPC14449,ZNRD1,0.176975714,0.996133914
VPC14449,PPP1R11,0.26262023,0.996133914
VPC14449,RNF39,0.503696164,0.996133914
VPC14449,TRIM31,1.075244207,1
VPC14449,TRIM26,0.179751415,0.996133914
VPC14449,PAIP1P1,-0.449549861,1
VPC14449,HCG17,-1.422381913,1
VPC14449,HLA-L,0.035031162,0.99834053
VPC14449,AL662795.2,-0.192265006,0.996133914
VPC14449,HCG18,-0.117462685,0.996133914
VPC14449,TRIM39,-0.053569201,0.996133914
VPC14449,RPP21,0.795322229,0.996133914
VPC14449,SUCLA2P1,0.699570743,1
VPC14449,RANP1,-0.130142596,0.996133914
VPC14449,HLA-E,0.283745758,0.996133914
VPC14449,LINC02569,1.027480473,1
VPC14449,GNL1,0.276590866,0.996133914
VPC14449,PRR3,-0.003576017,0.99921456
VPC14449,ABCF1,-0.017912447,0.996133914
VPC14449,PPP1R10,0.229641204,0.996133914
VPC14449,MRPS18B,0.038218862,0.996133914
VPC14449,ATAT1,0.148185151,0.996133914
VPC14449,PTMAP1,0.065692042,1
VPC14449,C6orf136,0.072886447,0.996133914
VPC14449,DHX16,0.077104904,0.996133914
VPC14449,PPP1R18,0.141213071,0.996133914
VPC14449,NRM,0.547568129,0.996133914
VPC14449,MDC1,0.178273482,0.996133914
VPC14449,TUBB,0.125459502,0.996133914
VPC14449,AL662797.1,-0.646231673,1
VPC14449,FLOT1,0.201004821,0.996133914
VPC14449,RF00019.18,1.876422636,1
VPC14449,IER3-AS1,0.442057441,0.996133914
VPC14449,IER3,-1.356614743,1
VPC14449,LINC00243,-0.896091179,1
VPC14449,DDR1,0.224159696,0.996133914
VPC14449,GTF2H4,0.783824908,1
VPC14449,VARS2,0.37365751,0.996133914
VPC14449,SFTA2,-0.133460354,1
VPC14449,MUCL3,0.065691767,1
VPC14449,HCG21,0.626964822,1
VPC14449,PSORS1C1,0.125040526,0.996133914
VPC14449,CCHCR1,0.156643867,0.996133914
VPC14449,TCF19,0.158194715,0.996133914
VPC14449,POU5F1,-0.447703574,0.996133914
VPC14449,PSORS1C3,-2.372125517,1
VPC14449,AL662844.4,-0.046298913,0.996133914
VPC14449,HCG27,0.011668705,0.99921456
VPC14449,HLA-C,0.221803164,0.996133914
VPC14449,HLA-B,0.221406344,0.996133914
VPC14449,RPL3P2,-0.153628212,0.996133914
VPC14449,AL671883.1,-0.250406824,1
VPC14449,AL671883.2,0.065691916,1
VPC14449,AL645933.2,-0.068407973,0.996133914
VPC14449,MICA,0.203493382,0.996133914
VPC14449,HCP5,-0.284813616,0.996133914
VPC14449,RF00019.19,-0.83627053,1
VPC14449,MICB,-0.829163009,1
VPC14449,PPIAP9,0,1
VPC14449,DDX39B,-0.115537619,0.996133914
VPC14449,SNORD117,0,1
VPC14449,DDX39B-AS1,0.853524087,1
VPC14449,ATP6V1G2,0.483814675,0.996133914
VPC14449,NFKBIL1,0.499507555,0.996133914
VPC14449,LTA,0.134257436,1
VPC14449,LTB,0.74337799,1
VPC14449,AIF1,0.643898003,1
VPC14449,PRRC2A,0.196875295,0.996133914
VPC14449,SNORA38,-1.800434194,1
VPC14449,BAG6,0.373496046,0.996133914
VPC14449,APOM,0.545197613,0.996133914
VPC14449,C6orf47,-0.095069741,0.996133914
VPC14449,GPANK1,0.130524236,0.996133914
VPC14449,RF00019.20,0.049780949,1
VPC14449,CSNK2B,0.23694121,0.996133914
VPC14449,AL662899.2,-2.407944637,1
VPC14449,LY6G5B,-0.10581727,0.996133914
VPC14449,LY6G5C,-0.310288987,0.996133914
VPC14449,ABHD16A,0.351443462,0.996133914
VPC14449,MPIG6B,0.785907845,0.996133914
VPC14449,LY6G6C,-1.154696158,1
VPC14449,DDAH2,0.083587267,0.996133914
VPC14449,CLIC1,0.249599539,0.996133914
VPC14449,MSH5,0.602240883,0.996133914
VPC14449,MSH5-SAPCD1,0,1
VPC14449,RNU6-850P,0.904466857,1
VPC14449,SAPCD1,1.661677011,1
VPC14449,SAPCD1-AS1,2.659908763,1
VPC14449,VWA7,0.151867698,0.996133914
VPC14449,VARS,0.374923204,0.996133914
VPC14449,RF00019.21,0.668554671,1
VPC14449,LSM2,0.142855951,0.996133914
VPC14449,HSPA1L,0.144968368,0.996133914
VPC14449,HSPA1A,-0.023679995,0.996133914
VPC14449,HSPA1B,-0.054125268,0.996133914
VPC14449,C6orf48,0.038728736,0.996133914
VPC14449,NEU1,0.323703979,0.996133914
VPC14449,SLC44A4,0.338894315,0.996133914
VPC14449,EHMT2-AS1,0.01557374,0.99921456
VPC14449,EHMT2,0.287957865,0.996133914
VPC14449,C2,0.3458678,0.996133914
VPC14449,ZBTB12,-0.046833412,0.996133914
VPC14449,C2-AS1,-0.822040475,1
VPC14449,CFB,0.632372751,1
VPC14449,NELFE,0.233806316,0.996133914
VPC14449,SKIV2L,0.248758041,0.996133914
VPC14449,DXO,0.208962182,0.996133914
VPC14449,STK19,0.099347194,0.996133914
VPC14449,C4A,0.157399006,0.996133914
VPC14449,C4A-AS1,-2.413724457,1
VPC14449,CYP21A1P,-0.830583006,1
VPC14449,TNXA,-0.014046081,1
VPC14449,STK19B,0.142617248,0.996133914
VPC14449,C4B,0.092952449,0.996133914
VPC14449,C4B-AS1,-2.413716698,1
VPC14449,CYP21A2,-3.118390697,1
VPC14449,TNXB,0.215434139,0.996133914
VPC14449,ATF6B,0.212497058,0.996133914
VPC14449,FKBPL,0.097776192,0.996133914
VPC14449,PRRT1,-0.093998214,0.996133914
VPC14449,AL662884.3,0.329603259,0.996133914
VPC14449,PPT2,0.173810352,0.996133914
VPC14449,PPT2-EGFL8,-0.013283863,0.99921456
VPC14449,EGFL8,0.295859784,0.996133914
VPC14449,AGPAT1,0.178850414,0.996133914
VPC14449,RNF5,0.213096143,0.996133914
VPC14449,AGER,0.128336236,0.996133914
VPC14449,PBX2,0.036877953,0.996133914
VPC14449,GPSM3,0.498015209,0.996133914
VPC14449,NOTCH4,0.180006766,0.996133914
VPC14449,HNRNPA1P2,0.065692013,1
VPC14449,HLA-DRA,-0.925855132,1
VPC14449,HLA-DRB5,1.027482543,1
VPC14449,HLA-DRB6,-0.363183439,0.996133914
VPC14449,HLA-DRB1,0.036398963,1
VPC14449,HLA-DQB1,0.217813179,0.996133914
VPC14449,HLA-DOB,0,1
VPC14449,AL669918.1,0.065690694,1
VPC14449,TAP2,0.077015113,0.996133914
VPC14449,PSMB8,0.709978021,0.996133914
VPC14449,PSMB8-AS1,-1.287756984,1
VPC14449,PSMB9,0.044003047,0.996133914
VPC14449,TAP1,0.199415936,0.996133914
VPC14449,HLA-DMB,-0.110389853,0.996133914
VPC14449,HLA-DMA,0.207461402,0.996133914
VPC14449,BRD2,-0.136078002,0.996133914
VPC14449,AL645941.1,1.880209046,1
VPC14449,HLA-DOA,1.027465752,1
VPC14449,HLA-DPA1,-0.334873805,0.996133914
VPC14449,HLA-DPB1,-0.139142714,1
VPC14449,HLA-DPB2,0.065691638,1
VPC14449,HLA-DPA3,-1.415227095,1
VPC14449,COL11A2,0.464313879,1
VPC14449,RXRB,0.339477904,0.996133914
VPC14449,RNY4P10,0.024192697,1
VPC14449,SLC39A7,-0.082001654,0.996133914
VPC14449,HSD17B8,0.294296437,0.996133914
VPC14449,MIR219A1,-0.896101964,1
VPC14449,RING1,0.186829342,0.996133914
VPC14449,AL645940.1,-0.719829533,1
VPC14449,HCG25,0.468677964,0.996133914
VPC14449,VPS52,0.328455956,0.996133914
VPC14449,RPS18,0.088948742,0.996133914
VPC14449,B3GALT4,0.128163089,0.996133914
VPC14449,WDR46,0.019987054,0.996664086
VPC14449,PFDN6,-0.005337088,0.99921456
VPC14449,RGL2,0.293450437,0.996133914
VPC14449,TAPBP,0.213506845,0.996133914
VPC14449,ZBTB22,0.068320716,0.996133914
VPC14449,DAXX,0.097160853,0.996133914
VPC14449,MYL8P,0.065691644,1
VPC14449,LYPLA2P1,-0.665841354,1
VPC14449,KIFC1,0.107089481,0.996133914
VPC14449,PHF1,0.171223109,0.996133914
VPC14449,CUTA,0.340596943,0.996133914
VPC14449,SYNGAP1,-0.025617518,0.996133914
VPC14449,SYNGAP1-AS1,1.86943398,1
VPC14449,GGNBP1,-2.790615187,1
VPC14449,BAK1,0.260682079,0.996133914
VPC14449,ITPR3,0.329387474,0.996133914
VPC14449,UQCC2,0.118299067,0.996133914
VPC14449,IP6K3,-1.065488903,1
VPC14449,LEMD2,0.070982852,0.996133914
VPC14449,MLN,1.027473095,1
VPC14449,LINC01016,0,1
VPC14449,AL138889.1,0.038280003,1
VPC14449,GRM4,-0.22787807,1
VPC14449,CYCSP55,-0.100695194,0.996133914
VPC14449,HMGA1,0.355167323,0.996133914
VPC14449,MIR6835,1.3626088,1
VPC14449,SMIM29,0.251563235,0.996133914
VPC14449,AL354740.1,-0.071727507,0.996133914
VPC14449,RPL35P2,-0.280061891,0.996133914
VPC14449,NUDT3,-0.104216268,0.996133914
VPC14449,RPS10-NUDT3,0,1
VPC14449,RPS10,0.033998605,0.996133914
VPC14449,PACSIN1,-0.14789165,0.996133914
VPC14449,SPDEF,-0.325658139,0.996133914
VPC14449,AL031577.1,-0.896097427,1
VPC14449,C6orf106,0.227602093,0.996133914
VPC14449,AL451165.2,0.296875592,0.996133914
VPC14449,AL139100.1,-0.148096161,0.996133914
VPC14449,SNRPC,0.103212383,0.996133914
VPC14449,UHRF1BP1,0.021309352,0.996133914
VPC14449,TAF11,-0.250161618,0.730509076
VPC14449,ANKS1A,0.067937373,0.996133914
VPC14449,AL138721.1,-1.029078811,1
VPC14449,SCUBE3,0.129912935,0.996133914
VPC14449,Z97832.2,0.001956822,0.999944892
VPC14449,ZNF76,0.07291929,0.996133914
VPC14449,DEF6,0.224289692,0.996133914
VPC14449,PPARD,0.24548748,0.996133914
VPC14449,FANCE,0.235292854,0.996133914
VPC14449,RPL10A,0.140471131,0.996133914
VPC14449,MIR7111,0.522586985,1
VPC14449,TEAD3,-0.052919525,0.996133914
VPC14449,TULP1,0.493446382,1
VPC14449,AL033519.2,-0.203891335,0.996133914
VPC14449,FKBP5,-1.75576427,7.47989E-12
VPC14449,AL157823.2,-0.51678911,0.996133914
VPC14449,ARMC12,-0.373372259,0.996133914
VPC14449,LHFPL5,-3.118152236,1
VPC14449,SRPK1,-0.403613915,0.996133914
VPC14449,SLC26A8,0.124090251,1
VPC14449,MAPK14,-0.042167684,0.996133914
VPC14449,Z95152.1,0.065692019,1
VPC14449,MAPK13,0.127084798,0.996133914
VPC14449,Z84485.1,-0.331477355,1
VPC14449,BRPF3,-0.007772393,0.996133914
VPC14449,PNPLA1,0.567242519,1
VPC14449,C6orf222,-0.986497667,1
VPC14449,ETV7,0.297305841,1
VPC14449,PXT1,0.260857369,1
VPC14449,KCTD20,-0.144158433,0.996133914
VPC14449,STK38,-0.003724451,0.99921456
VPC14449,SRSF3,-0.39324142,0.216381974
VPC14449,CDKN1A,0.209480089,0.996133914
VPC14449,DINOL,0.459697375,1
VPC14449,CPNE5,0.060331869,1
VPC14449,PPIL1,-0.109294683,0.996133914
VPC14449,C6orf89,0.002338385,0.99921456
VPC14449,MTCH1,0.239394681,0.996133914
VPC14449,FGD2,2.544990751,1
VPC14449,COX6A1P2,0.13896613,0.996133914
VPC14449,RPL12P2,0.149990758,1
VPC14449,PIM1,0.115293182,0.996133914
VPC14449,TMEM217,-0.020050497,0.99834053
VPC14449,TBC1D22B,0.100387614,0.996133914
VPC14449,RNF8,-0.190662953,0.996133914
VPC14449,CMTR1,0.161750878,0.996133914
VPC14449,CCDC167,0.155766832,0.996133914
VPC14449,MDGA1,-0.316715732,0.996133914
VPC14449,AL121574.1,1.913952247,1
VPC14449,ZFAND3,0.039851167,0.996133914
VPC14449,BTBD9,-0.08628612,0.996133914
VPC14449,GLO1,-0.185981385,0.996133914
VPC14449,DNAH8,-0.199280749,0.996133914
VPC14449,AL034345.2,-0.405777449,0.996133914
VPC14449,GLP1R,0.453778788,0.996133914
VPC14449,SAYSD1,-0.010405805,0.996133914
VPC14449,ANKRD18EP,-0.050819114,0.996133914
VPC14449,KCNK5,0.416139511,0.996133914
VPC14449,KCNK17,2.504426551,1
VPC14449,KIF6,-0.231267082,0.996133914
VPC14449,DAAM2,0.479789138,0.996133914
VPC14449,AL590999.1,-0.834304344,1
VPC14449,MOCS1,0.320397001,0.996133914
VPC14449,FO393411.1,-0.434245859,0.996133914
VPC14449,TDRG1,0.070489183,1
VPC14449,LRFN2,-0.014813345,0.99921456
VPC14449,UNC5CL,-0.271324598,1
VPC14449,OARD1,0.031750833,0.996133914
VPC14449,TSPO2,-0.823003275,1
VPC14449,APOBEC2,1.02748665,1
VPC14449,NFYA,-0.079852994,0.996133914
VPC14449,ADCY10P1,-0.250929527,0.996133914
VPC14449,FOXP4-AS1,0.199680675,0.996133914
VPC14449,FOXP4,0.404222516,0.996133914
VPC14449,MDFI,-1.800433762,1
VPC14449,TFEB,-0.282175705,0.996133914
VPC14449,PGC,-0.679625071,0.996133914
VPC14449,FRS3,-0.025840458,0.996133914
VPC14449,AL365205.1,-0.279584016,0.996133914
VPC14449,PRICKLE4,-0.637986271,1
VPC14449,USP49,-0.325417746,0.996133914
VPC14449,MED20,-0.02558689,0.996133914
VPC14449,BYSL,0.042289023,0.996133914
VPC14449,CCND3,0.05624239,0.996133914
VPC14449,TAF8,-0.112542442,0.996133914
VPC14449,AL512274.1,-0.282090926,0.996133914
VPC14449,C6orf132,0.214999164,0.996133914
VPC14449,GUCA1B,-2.37242931,1
VPC14449,MRPS10,-0.026448177,0.996133914
VPC14449,TRERF1,-0.082936855,0.996133914
VPC14449,UBR2,-0.04522356,0.996133914
VPC14449,TBCC,0.039060952,0.996133914
VPC14449,BICRAL,0.056348175,0.996133914
VPC14449,RPL7L1,-0.272980618,0.996133914
VPC14449,C6orf226,0.320288111,0.996133914
VPC14449,PTCRA,-0.684802884,0.996133914
VPC14449,CNPY3,0.10387272,0.996133914
VPC14449,AL035587.1,0.039584915,0.996133914
VPC14449,RPL24P4,-0.405515063,0.996133914
VPC14449,GNMT,0.131808016,0.996133914
VPC14449,PEX6,0.31511374,0.996133914
VPC14449,PPP2R5D,0.141177577,0.996133914
VPC14449,MEA1,0.053144894,0.996133914
VPC14449,KLHDC3,0.284894778,0.996133914
VPC14449,RRP36,-0.019676349,0.996133914
VPC14449,AL136304.1,0.033150718,1
VPC14449,RN7SL403P,-1.165725787,1
VPC14449,CUL7,0.256740866,0.996133914
VPC14449,KLC4,0.397372065,0.996133914
VPC14449,MRPL2,0.316313619,0.996133914
VPC14449,AL355385.1,0.063969835,1
VPC14449,PTK7,0.242123223,0.996133914
VPC14449,SRF,0.093866931,0.996133914
VPC14449,CUL9,0.389108423,0.996133914
VPC14449,DNPH1,0.264300738,0.996133914
VPC14449,TTBK1,0.057109752,0.996133914
VPC14449,SLC22A7,-0.829591126,1
VPC14449,ZNF318,0.019657563,0.996133914
VPC14449,RPL12P47,0,1
VPC14449,AL583834.1,-0.837060738,1
VPC14449,RPS2P28,0.065189142,1
VPC14449,ABCC10,0.098388202,0.996133914
VPC14449,DLK2,0.049807681,0.996133914
VPC14449,TJAP1,0.168438183,0.996133914
VPC14449,LRRC73,0.138497915,0.996133914
VPC14449,POLR1C,-0.036705498,0.996133914
VPC14449,YIPF3,0.304908367,0.996133914
